物品ID,名字,描述(31汉字),物品详细描述（127汉字）,物品类型描述,物品栏图片,物品栏图片,物品栏图片,等级,物品分类,物品子类,lBourseClass,生物最多拥有个数,需求爵位,需求状态,死亡掉落几率,获取绑定,装备绑定,为1表示：物品不可以丢弃销毁,出售标志,买入价格,购物卷买入,买入士气,点卷购买,卖出价格,卖出士气,叠放数量,使用消失,流通次数,物品转移记录,存在时间的类型,存在时间,切换地图是否消失,物品冷却ID,物品排序,lUseType_LUA,szGoods_LUA[64],死亡销毁,下线掉落,切换地图掉落,能否放仓库,交易所分类查询,BcmPickupMessage,long lDropCallLua,long lBaseParam_1,long lBaseParam_2,long lBaseParam_3,生活材料描述
80645,烈焰草,特殊道具,★  [a]用途：[/]宠物饲料#★  [a]获取：[/]怪兽进化活动,特殊道具,1056,1056,1056,1,3,1,0,0,,0,0,,,,,0,0,0,,,,5,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80646,青草,特殊道具,★  [a]用途：[/]宠物饲料#★  [a]获取：[/]怪兽进化活动,特殊道具,1057,1057,1057,1,3,1,0,0,,0,0,,,,,0,0,0,,,,5,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80647,黄月草,特殊道具,★  [a]用途：[/]宠物饲料#★  [a]获取：[/]怪兽进化活动,特殊道具,1058,1058,1058,1,3,1,0,0,,0,0,,,,,0,0,0,,,,5,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80648,小块的肉,特殊道具,★  [a]用途：[/]宠物饲料#★  [a]获取：[/]怪兽进化活动,特殊道具,1046,1046,1046,1,3,1,0,0,,0,0,,,,,0,0,0,,,,5,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80649,中块的肉,特殊道具,★  [a]用途：[/]宠物饲料#★  [a]获取：[/]怪兽进化活动,特殊道具,1047,1047,1047,1,3,1,0,0,,0,0,,,,,0,0,0,,,,5,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80650,大块的肉,特殊道具,★  [a]用途：[/]宠物饲料#★  [a]获取：[/]怪兽进化活动,特殊道具,1048,1048,1048,1,3,1,0,0,,0,0,,,,,0,0,0,,,,5,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80651,小块的骨头,特殊道具,★  [a]用途：[/]宠物饲料#★  [a]获取：[/]怪兽进化活动,特殊道具,1049,1049,1049,1,3,1,0,0,,0,0,,,,,0,0,0,,,,5,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80652,中块的骨头,特殊道具,★  [a]用途：[/]宠物饲料#★  [a]获取：[/]怪兽进化活动,特殊道具,1050,1050,1050,1,3,1,0,0,,0,0,,,,,0,0,0,,,,5,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80653,大块的骨头,特殊道具,★  [a]用途：[/]宠物饲料#★  [a]获取：[/]怪兽进化活动,特殊道具,1051,1051,1051,1,3,1,0,0,,0,0,,,,,0,0,0,,,,5,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80654,【三档】白色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1061,1061,1061,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80655,【三档】红色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1063,1063,1063,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80656,【三档】粉色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1062,1062,1062,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80657,【三档】绿色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1064,1064,1064,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80658,【三档】银色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1066,1066,1066,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80659,【三档】金色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1065,1065,1065,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80660,【三档】七彩蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1059,1059,1059,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80661,【三档】黑色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1060,1060,1060,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80662,【四档】白色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1061,1061,1061,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80663,【四档】红色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1063,1063,1063,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80664,【四档】粉色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1062,1062,1062,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80665,【四档】绿色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1064,1064,1064,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80666,【四档】银色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1066,1066,1066,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80667,【四档】金色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1065,1065,1065,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80668,【四档】七彩蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1059,1059,1059,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80669,【四档】黑色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1060,1060,1060,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80670,【五档】白色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1061,1061,1061,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80671,【五档】红色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1063,1063,1063,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80672,【五档】粉色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1062,1062,1062,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80673,【五档】绿色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1064,1064,1064,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80674,【五档】银色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1066,1066,1066,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80675,【五档】金色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1065,1065,1065,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80676,【五档】七彩蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1059,1059,1059,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80677,【五档】黑色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1060,1060,1060,2,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80678,【六档】白色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1061,1061,1061,1,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80679,【六档】红色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1063,1063,1063,1,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80680,【六档】粉色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1062,1062,1062,1,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80681,【六档】绿色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1064,1064,1064,1,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80682,【六档】银色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1066,1066,1066,1,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80683,【六档】金色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1065,1065,1065,1,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80684,【六档】七彩蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1059,1059,1059,1,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80685,【六档】黑色蛋,特殊道具,★  [a]用途：[/]按不同的组合交给“饲养员”后，可以获得相应的奖励#★  [a]获取：[/]怪兽进化活动,特殊道具,1060,1060,1060,1,3,1,0,0,,0,0,,,,,0,0,0,,,,100,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80686,洗点十字章,道具,★  [a]用途：[/]宠物洗点所需要的十字章#★  [a]获取：[/]商城出售,道具,104745,104745,104745,2,3,1,5036,0,,0,0,,,,,10000,20000,0,100,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80687,宠物低级进化令牌,道具,★  [a]用途：[/]宠物第三次进化所需要的令牌,道具,104737,104737,104737,1,3,1,0,0,,0,0,,,,,10000,20000,0,100,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80688,宠物高级进化令牌,道具,★  [a]用途：[/]宠物第四次进化所需要的令牌,道具,104738,104738,104738,1,3,1,0,0,,0,0,,,,,10000,20000,0,100,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80689,宠物技能重置玩偶,道具,★  [a]用途：[/]让宠物重新领悟生物卡技能的玩偶#★  [a]获取：[/]商城出售,道具,1164,1164,1164,2,3,1,5036,0,,0,0,,,,,10000,20000,0,100,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80690,镜月碎片,特殊道具,★  [a]用途：[/]兑换奖励#★  [a]获取：[/]镜月城★  收集15个碎片可直接在镜月城[a]一层奖励兑换官[/]（124，156）处兑换奖励或在[a]一层密室挑战官[/]（82，195）处申请挑战密室BOSS#★  收集30个碎片可直接在镜月城[a]二层奖励兑换官[/]（112，32）处兑换奖励或在[a]二层密室挑战官[/]（124，36）处申请挑战密室BOSS,特殊道具,1215,1215,1215,2,3,1,0,0,,0,0,,,,,0,0,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80691,中型镜月碎片,道具,,道具,53054,53054,53054,2,3,1,0,0,,0,0,,,,,0,0,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80692,大型镜月碎片,道具,,道具,53054,53054,53054,2,3,1,0,0,,0,0,,,,,0,0,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80693,小型镜月水晶,道具,,道具,53054,53054,53054,2,3,1,0,0,,0,0,,,,,0,0,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80694,中型镜月水晶,道具,,道具,53054,53054,53054,2,3,1,0,0,,0,0,,,,,0,0,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80695,大型镜月水晶,道具,,道具,53054,53054,53054,2,3,1,0,0,,0,0,,,,,0,0,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80696,水晶币兑换券,找英雄大厅引导员兑换水晶币的道具,★  [a]用途：[/]右键使用可以兑换水晶币，每张券可兑换[/][255:0:255]100水晶币[/]#★  [a]获取：[/]拉锯结束后获得的勋章产出#★  [a]说明：[/]主城和各小镇的[255:0:255]出售水晶币商人[/]金币出售水晶币兑换券[255:0:255]（购买后绑定）[/],水晶币兑换道具,1241,1241,1241,2,3,1,0,0,,0,0,1,,,1,25,10000,0,,,,9999,,-1,0,,-1,0,,,1,SkillGoods_SJBDHQ_GoodsCallFunc,,,,,0,,,,,,
80697,金币兑换券,找英雄大厅引导员兑换金币的道具,★  [a]用途：[/]右键使用可以兑换金币，每张券可兑换[/][255:0:255]100金币[/]#★  [a]获取：[/]拉锯结束后获得的勋章产出,金币兑换道具,1243,1243,1243,2,3,1,0,0,,0,0,1,,,1,10000,10000,0,,,,9999,,-1,0,,-1,0,,,1,SkillGoods_JBDHQ_GoodsCallFunc,,,,,0,,,,,,
80698,战争印记,城战道具,★  [a]用途：[/]城战报名凭证#★  [a]获取：[/]沙暴绿洲BOSS掉落,城战道具,104122,104122,104122,2,3,1,0,0,,0,0,,,,,10000,10000,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80699,恶鬼之书,道具,★  [a]用途：[/]恶鬼使用的魔法书，上面有着强大的怨灵之力#★  [a]获取：[/]恶鬼的地穴#★  [a]说明：[/]收集恶鬼之书、恶鬼之矛、恶鬼战甲后可在本阵营出口的指挥官处换取“恶鬼召唤石”一个。,道具,1251,1251,1251,2,3,1,0,0,,0,0,1,,,,0,0,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80700,恶鬼之矛,道具,★  [a]用途：[/]恶鬼使用的战矛，上面有着强大的怨灵之力#★  [a]获取：[/]恶鬼的地穴#★  [a]说明：[/]收集恶鬼之书、恶鬼之矛、恶鬼战甲后可在本阵营出口的指挥官处换取“恶鬼召唤石”一个。,道具,1252,1252,1252,2,3,1,0,0,,0,0,1,,,,0,0,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80701,恶鬼战甲,道具,★  [a]用途：[/]恶鬼使用的盔甲，上面有着强大的怨灵之力#★  [a]获取：[/]恶鬼的地穴#★  [a]说明：[/]收集恶鬼之书、恶鬼之矛、恶鬼战甲后可在本阵营出口的指挥官处换取“恶鬼召唤石”一个。,道具,1254,1254,1254,2,3,1,0,0,,0,0,1,,,,0,0,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80702,风魂矿石,矿石,★  [a]用途：[/]城战矿石,矿石,53155,53155,53155,2,3,1,0,0,,0,0,1,,,1,0,0,0,,,,1000,,-1,0,,-1,1,,,,,,,,,0,,,,,,
80703,火精矿石,矿石,★  [a]用途：[/]城战矿石,矿石,53156,53156,53156,2,3,1,0,0,,0,0,1,,,1,0,0,0,,,,1000,,-1,0,,-1,1,,,,,,,,,0,,,,,,
80704,水母矿石,矿石,★  [a]用途：[/]城战矿石,矿石,53157,53157,53157,2,3,1,0,0,,0,0,1,,,1,0,0,0,,,,1000,,-1,0,,-1,1,,,,,,,,,0,,,,,,
80705,地核矿石,矿石,★  [a]用途：[/]城战矿石,矿石,53158,53158,53158,2,3,1,0,0,,0,0,1,,,1,0,0,0,,,,1000,,-1,0,,-1,1,,,,,,,,,0,,,,,,
80706,丢失的军械,任务物品,,任务道具,57043,57043,57043,0,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,50,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80707,神秘的箱子,任务物品,,任务道具,104694,104694,104694,0,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,50,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80708,忘忧草,任务物品,,任务道具,57062,57062,57062,0,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,50,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80709,木桶,任务物品,,任务道具,104411,104411,104411,0,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,50,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80710,紫水晶,任务物品,,任务道具,53089,53089,53089,0,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,50,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80711,宝石蓝铜矿,任务物品,,任务道具,53116,53116,53116,0,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,50,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80712,熊爪,任务物品,,任务道具,104020,104020,104020,0,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,50,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80713,子爵的表彰信,任务物品,,任务道具,57003,57003,57003,0,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,50,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80714,艾丽丝的信,任务物品,,任务道具,57003,57003,57003,0,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,50,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80715,艾丽丝的宝石,任务物品,,任务道具,104455,104455,104455,0,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,50,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80716,生命之石,任务物品,,任务道具,104487,104487,104487,0,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,50,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80717,女神的礼物,任务物品,,任务道具,104390,104390,104390,0,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,50,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80718,蘑菇,任务物品,,任务道具,57058,57058,57058,0,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,50,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80719,蝙蝠魔钢叉兵的武器,任务物品,,任务道具,104018,104018,104018,0,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,50,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80720,迪克的实验品,任务物品,,任务道具,57001,57001,57001,0,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,50,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80721,山谷主人的信,任务物品,,任务道具,57003,57003,57003,0,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,50,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80722,凯特的情报,任务物品,,任务道具,57003,57003,57003,0,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,50,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80723,魔眼的情报,任务物品,,任务道具,57003,57003,57003,0,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,50,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80724,魔眼的赏金,任务物品,,任务道具,57033,57033,57033,0,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,50,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80725,亡灵珠,任务物品,,任务道具,104226,104226,104226,0,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,50,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80726,迪恩的挑战书,任务物品,,任务道具,57003,57003,57003,0,3,1,0,0,,0,0,1,1,,1,0,0,0,,,,50,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80727,宝箱钥匙,特殊道具,★  [a]说明：[/]持有钥匙可以打开宝箱。,特殊道具,104127,104127,104127,1,3,1,0,0,,0,0,1,,1,1,0,0,0,,,,50,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80728,二档元素残渣,任务物品,★  [a]说明：[/]灵魂生物体内产出的物质。,任务物品,1230,1230,1230,1,3,1,0,0,,0,0,1,,,1,0,0,0,,,,99,,-1,0,,-1,0,,,,,,,,1,0,,,,,,
80729,二档完整的羽翼,任务物品,★  [a]说明：[/]完美无缺的翅膀。,任务物品,1234,1234,1234,1,3,1,0,0,,0,0,1,,,1,0,0,0,,,,99,,-1,0,,-1,0,,,,,,,,1,0,,,,,,
80730,二档植物精华,任务物品,★  [a]说明：[/]从植物中提取的精华素。,任务物品,1237,1237,1237,1,3,1,0,0,,0,0,1,,,1,0,0,0,,,,99,,-1,0,,-1,0,,,,,,,,1,0,,,,,,
80731,二档破损的帽子,任务物品,★  [a]说明：[/]有瑕疵的帽子。,任务物品,1238,1238,1238,1,3,1,0,0,,0,0,1,,,1,0,0,0,,,,99,,-1,0,,-1,0,,,,,,,,1,0,,,,,,
80732,二档完美的皮毛,任务物品,★  [a]说明：[/]野兽身上获取的皮毛，完好无损。,任务物品,1235,1235,1235,1,3,1,0,0,,0,0,1,,,1,0,0,0,,,,99,,-1,0,,-1,0,,,,,,,,1,0,,,,,,
80733,二档野兽之尾,任务物品,★  [a]说明：[/]野兽身上获得的尾巴。,任务物品,1239,1239,1239,1,3,1,0,0,,0,0,1,,,1,0,0,0,,,,99,,-1,0,,-1,0,,,,,,,,1,0,,,,,,
80734,二档野兽头骨,任务物品,★  [a]说明：[/]野兽的头颅。,任务物品,1233,1233,1233,1,3,1,0,0,,0,0,1,,,1,0,0,0,,,,99,,-1,0,,-1,0,,,,,,,,1,0,,,,,,
80735,二档光滑的石块,任务物品,★  [a]说明：[/]岩石系生物死亡后残留的物品。,任务物品,1231,1231,1231,1,3,1,0,0,,0,0,1,,,1,0,0,0,,,,99,,-1,0,,-1,0,,,,,,,,1,0,,,,,,
80736,二档锋利的爪子,任务物品,★  [a]说明：[/]怪物的爪子，锋利无比。,任务物品,1240,1240,1240,1,3,1,0,0,,0,0,1,,,1,0,0,0,,,,99,,-1,0,,-1,0,,,,,,,,1,0,,,,,,
80737,二档兽骨,任务物品,★  [a]说明：[/]野兽身上的骨头。,任务物品,1232,1232,1232,1,3,1,0,0,,0,0,1,,,1,0,0,0,,,,99,,-1,0,,-1,0,,,,,,,,1,0,,,,,,
