1,名字,描述,物品详细描述(127汉字),物品类型描述,物品栏图片,地上图片,缩小图片,等级,物品分类,物品子类,lBourseClass,生物最多拥有个数,需求爵位,需求状态,死亡掉落几率,获取绑定,装备绑定,销毁标志,出售标志,买入价格,购物卷买入,买入士气,点卷购买,卖出价格,卖出士气,叠放数量,使用消失,流通次数,物品转移记录,存在时间的类型,存在时间,切换地图是否消失,物品冷却ID,物品排序,lUseType_LUA,szGoods_LUA[64],死亡销毁,下线掉落,切换地图掉落,能否放仓库,交易所分类查询,BcmPickupMessage,long lDropCallLua,long lBaseParam_1,long lBaseParam_2,long lBaseParam_3,参数1,参数2,参数3,参数4,luA函数名
38073,蜘蛛－立灯(4级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26072,0,0,0,
38074,蜘蛛－立钟(4级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26073,0,0,0,
38075,蜘蛛－沙发(4级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26074,0,0,0,
38076,蜘蛛－阳台(4级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26075,0,0,0,
38077,蜘蛛－餐桌(4级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26076,0,0,0,
38078,Pink－窗(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作，此物品2级房屋可用。,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26077,0,0,0,
38079,Pink－地毯(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作，此物品2级房屋可用。,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26078,0,0,0,
38080,Pink－沙发(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作，此物品2级房屋可用。,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26079,0,0,0,
38081,Pink－桌子(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作，此物品2级房屋可用。,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26080,0,0,0,
38082,Pink－床(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作，此物品2级房屋可用。,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26081,0,0,0,
38083,Pink－落地灯(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作，此物品2级房屋可用。,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26082,0,0,0,
38084,Pink－阳台(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作，此物品2级房屋可用。,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26083,0,0,0,
38085,Pink－坐垫(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作，此物品2级房屋可用。,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26084,0,0,0,
38086,哥特－壁炉(5级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26085,0,0,0,
38087,哥特－桌(5级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26086,0,0,0,
38088,哥特－窗(5级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26087,0,0,0,
38089,哥特－床(5级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26088,0,0,0,
38090,哥特－钟(5级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26089,0,0,0,
38091,哥特－地毯(5级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26090,0,0,0,
38092,哥特－挂画1(5级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26091,0,0,0,
38093,哥特－杂物(5级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26092,0,0,0,
38094,哥特－挂画2(5级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26093,0,0,0,
38095,哥特－挂饰1(5级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26094,0,0,0,
38096,哥特－挂饰2(5级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26095,0,0,0,
38097,哥特－柜(5级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26096,0,0,0,
38098,哥特－盒子(5级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26097,0,0,0,
38099,哥特－花盘(5级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26098,0,0,0,
38100,哥特－胶碟机(5级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26099,0,0,0,
38101,哥特－书柜(5级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26100,0,0,0,
38102,哥特－书桌(5级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26101,0,0,0,
38103,哥特－阳台(5级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26102,0,0,0,
38104,哥特－衣架(5级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26103,0,0,0,
38105,哥特－椅(5级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26104,0,0,0,
38106,盆栽植物1(1级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]家具商人出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,6000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26105,0,0,0,
38107,盆栽植物2(2级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26106,0,0,0,
38108,盆栽植物3(3级家具),家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26107,0,0,0,
38109,格子－宠物笼子,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26108,0,0,0,
38110,青蛙－宠物笼子,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26109,0,0,0,
38111,涂鸦－宠物笼子,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26110,0,0,0,
38112,蜘蛛－宠物笼子,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26111,0,0,0,
38113,Pink－宠物笼子,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26112,0,0,0,
38114,格子－存储箱,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26113,0,0,0,
38115,青蛙－存储箱,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26114,0,0,0,
38116,涂鸦－存储箱,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26115,0,0,0,
38117,蜘蛛－存储箱,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26116,0,0,0,
38118,Pink－存储箱,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26117,0,0,0,
38119,青蛙－防具缝纫桌(1级家具),家具卷轴,★  [a]用途：[/]可制造防具#★  [a]获取：[/]房屋佣人领取#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,1,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26118,0,0,0,
38120,涂鸦－防具缝纫桌,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26119,0,0,0,
38121,蜘蛛－防具缝纫桌,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26120,0,0,0,
38122,Pink－防具缝纫桌,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26121,0,0,0,
38123,青蛙－武器锻造炉(1级家具),家具卷轴,★  [a]用途：[/]可制造武器#★  [a]获取：[/]房屋佣人领取#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,1,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26122,0,0,0,
38124,涂鸦－武器锻造炉,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26123,0,0,0,
38125,蜘蛛－武器锻造炉,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26124,0,0,0,
38126,Pink－武器锻造炉,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26125,0,0,0,
38127,青蛙－饰品雕刻台(1级家具),家具卷轴,★  [a]用途：[/]可制造饰品#★  [a]获取：[/]房屋佣人领取#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,1,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26126,0,0,0,
38128,涂鸦－饰品雕刻台,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26127,0,0,0,
38129,蜘蛛－饰品雕刻台,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26128,0,0,0,
38130,Pink－饰品雕刻台,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26129,0,0,0,
38131,格子－烹饪炉,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26130,0,0,0,
38132,青蛙－烹饪炉,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26131,0,0,0,
38133,蜘蛛－烹饪炉,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26132,0,0,0,
38134,Pink－烹饪炉,家具卷轴,★  [a]用途：[/]家具#★  [a]获取：[/]工程学制造#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,家具卷轴,57046,57046,57046,2,2,14,0,0,0,0,0,0,0,,0,10000,10000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26133,0,0,0,
38135,Pink－1级地板,地板用后不能回收,★  [a]用途：[/]地板[255:0:255]使用后不能回收[/]#★  [a]获取：[/]商城出售#★  [a]说明：[/]进入房间内，与[255:0:255]佣人[/]对话，查看[255:0:255]说明[/]了解详细操作,地板用后不能回收,1632,1632,1632,1,2,14,0,0,0,0,0,0,0,,0,10000,20000,0,100,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27000,0,0,0,
