物品ID,名字,描述,物品详细描述(127汉字),物品类型描述,物品栏图片,地上图片,缩小图片,等级,物品分类,物品子类,lBourseClass,生物最多拥有个数,需求爵位,需求状态,死亡掉落几率,获取绑定,装备绑定,销毁标志,出售标志,买入价格,买入购物券,买入士气,点券购买,卖出价格,卖出士气,叠放数量,使用消失,流通次数,物品转移记录,存在时间的类型,存在时间,切地图消失,冷却ID,排序等级,,,,,,,,BcmPickupMessage,long lDropCallLua,long lParam_1,long lParam_2,long lParam_3,需求技能,基本效果ID1,基本效果ID2,基本效果ID3,基本效果ID4,基本效果ID5,基本效果ID6,基本效果ID7,基本效果ID8,卡片数,卡片数,精炼等级?,最大耐久上限,装备种类,套装ID,攻击速度,攻击动作,鉴定费用,可装备的位置1,可装备的位置2,可装备的位置3,可装备的位置4,制造属性1的ID1，固定类型,制造属性2的ID2，固定类型,制造属性3的ID，不可升级,精炼属性ID,精炼的3级熟练度配置,lE_Slot_Min,lE_Slot_Max,部件ID1,男外形_游1,女外形_游1,男外形1,女外形1,部件ID2,男外形_游2,女外形_游2,男外形2,女外形2,部件ID3,男外形_游3,女外形_游3,男外形3,女外形3,lHideHair,lHideHair,lHideHair,能否升级,合成原料1,原料1数量,合成原料2,原料2数量,合成原料3,原料3数量,合成原料4,原料4数量,合成原料5,原料5数量,可镶嵌的宝石种类,可镶嵌的宝石档次上限,,long lULShowID[UL_STATEID_MAX],NeedSex,lAddCallLua,lNotShowBedeck,lAddTimeNeedNum,RepairPayforType,装备降级类型
10763,野性冰锤[2档],2档士气装备，★ 同时提高所有类型的攻击力和生命上限#★ 有5%概率降低目标35%攻击速度和35%移动速度,★ 同时提高所有类型的攻击力和生命上限#★ 有5%概率降低目标35%攻击速度和35%移动速度,士气装备,104033,104033,104033,2,1,,0,0,0,0,0,1,,,,,,302,,,310,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127112,127233,127332,127376,129035,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10167,1,10178,1,,,,,,,,,,,,,,,,
10764,野性冰锤[3档],3档士气装备，★ 同时提高所有类型的攻击力和生命上限#★ 有5%概率降低目标35%攻击速度和35%移动速度,★ 同时提高所有类型的攻击力和生命上限#★ 有5%概率降低目标35%攻击速度和35%移动速度,士气装备,104033,104033,104033,3,1,,0,0,0,0,0,1,,,,,,403,,,414,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127113,127234,127333,127377,129036,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10168,1,10179,1,,,,,,,,,,,,,,,,
10765,野性冰锤[4档],4档士气装备，★ 同时提高所有类型的攻击力和生命上限#★ 有5%概率降低目标35%攻击速度和35%移动速度,★ 同时提高所有类型的攻击力和生命上限#★ 有5%概率降低目标35%攻击速度和35%移动速度,士气装备,104033,104033,104033,4,1,,0,0,0,0,0,1,,,,,,983,,,1007,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127114,127235,127334,127378,129037,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10169,1,10180,1,,,,,,,,,,,,,,,,
10766,野性冰锤[5档],5档士气装备，★ 同时提高所有类型的攻击力和生命上限#★ 有5%概率降低目标35%攻击速度和35%移动速度,★ 同时提高所有类型的攻击力和生命上限#★ 有5%概率降低目标35%攻击速度和35%移动速度,士气装备,104033,104033,104033,5,1,,0,0,0,0,0,1,,,,,,1235,,,1266,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127115,127236,127335,127379,129038,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10170,1,10181,1,,,,,,,,,,,,,,,,
10767,野性冰锤[6档],6档士气装备，★ 同时提高所有类型的攻击力和生命上限#★ 有5%概率降低目标35%攻击速度和35%移动速度,★ 同时提高所有类型的攻击力和生命上限#★ 有5%概率降低目标35%攻击速度和35%移动速度,士气装备,104033,104033,104033,6,1,,0,0,0,0,0,1,,,,,,1646,,,1688,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127116,127237,127336,127380,129039,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10171,1,10182,1,,,,,,,,,,,,,,,,
10768,野性冰锤[7档],7档士气装备，★ 同时提高所有类型的攻击力和生命上限#★ 有5%概率降低目标35%攻击速度和35%移动速度,★ 同时提高所有类型的攻击力和生命上限#★ 有5%概率降低目标35%攻击速度和35%移动速度,士气装备,104033,104033,104033,7,1,,0,0,0,0,0,1,,,,,,2671,,,2738,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127117,127238,127337,127381,129040,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10172,1,10183,1,,,,,,,,,,,,,,,,
10769,野性冰锤[8档],8档士气装备，★ 同时提高所有类型的攻击力和生命上限#★ 有5%概率降低目标35%攻击速度和35%移动速度,★ 同时提高所有类型的攻击力和生命上限#★ 有5%概率降低目标35%攻击速度和35%移动速度,士气装备,104033,104033,104033,8,1,,0,0,0,0,0,1,,,,,,3528,,,3616,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127118,127239,127338,127382,129041,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10173,1,10184,1,,,,,,,,,,,,,,,,
10770,野性冰锤[9档],9档士气装备，★ 同时提高所有类型的攻击力和生命上限#★ 有5%概率降低目标35%攻击速度和35%移动速度,★ 同时提高所有类型的攻击力和生命上限#★ 有5%概率降低目标35%攻击速度和35%移动速度,士气装备,104033,104033,104033,9,1,,0,0,0,0,0,1,,,,,,4234,,,4340,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127119,127240,127339,127383,129042,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10174,1,10185,1,,,,,,,,,,,,,,,,
10771,野性冰锤[元力],元力士气装备，★ 同时提高所有类型的攻击力和生命上限#★ 有5%概率降低目标35%攻击速度和35%移动速度,★ 同时提高所有类型的攻击力和生命上限#★ 有5%概率降低目标35%攻击速度和35%移动速度,士气装备,104033,104033,104033,10,1,,0,0,0,0,0,1,,,,,,1646,,,1688,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127120,127241,127340,127384,129043,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10175,1,10186,1,,,,,,,,,,,,,,,,
10772,野性冰锤[元力],元力士气装备，★ 同时提高所有类型的攻击力和生命上限#★ 有5%概率降低目标35%攻击速度和35%移动速度,★ 同时提高所有类型的攻击力和生命上限#★ 有5%概率降低目标35%攻击速度和35%移动速度,士气装备,104033,104033,104033,11,1,,0,0,0,0,0,1,,,,,,1646,,,1688,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127121,127242,127341,127385,129044,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10176,1,10187,1,,,,,,,,,,,,,,,,
10773,血夜[1档],1档士气装备，★ 提升周围友军所有攻击力和基础防御#★ 同时让周围友军具有每2秒恢复能量和普攻吸血10%的效果#★ [a]该装备同时只能拥有一件，范围效果不累加[/],★ 提升周围友军所有攻击力和基础防御#★ 同时让周围友军具有每2秒恢复能量和普攻吸血10%的效果#★ [a]该装备同时只能拥有一件，范围效果不累加[/],士气装备,104034,104034,104034,1,1,,0,1,0,0,0,1,,,,,,252,,,182,1,,-1,,,-1,1,,,,,,,,,,,,,,,,128023,566001,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10740,1,10001,1,,,,,,,,,,,,,,,,
10774,血夜[2档],2档士气装备，★ 提升周围友军所有攻击力和基础防御#★ 同时让周围友军具有每2秒恢复能量和普攻吸血10%的效果#★ [a]该装备同时只能拥有一件，范围效果不累加[/],★ 提升周围友军所有攻击力和基础防御#★ 同时让周围友军具有每2秒恢复能量和普攻吸血10%的效果#★ [a]该装备同时只能拥有一件，范围效果不累加[/],士气装备,104034,104034,104034,2,1,,0,1,0,0,0,1,,,,,,504,,,362,1,,-1,,,-1,1,,,,,,,,,,,,,,,,128024,566002,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10741,1,10002,1,,,,,,,,,,,,,,,,
10775,血夜[3档],3档士气装备，★ 提升周围友军所有攻击力和基础防御#★ 同时让周围友军具有每2秒恢复能量和普攻吸血10%的效果#★ [a]该装备同时只能拥有一件，范围效果不累加[/],★ 提升周围友军所有攻击力和基础防御#★ 同时让周围友军具有每2秒恢复能量和普攻吸血10%的效果#★ [a]该装备同时只能拥有一件，范围效果不累加[/],士气装备,104034,104034,104034,3,1,,0,1,0,0,0,1,,,,,,672,,,484,1,,-1,,,-1,1,,,,,,,,,,,,,,,,128025,566003,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10742,1,10003,1,,,,,,,,,,,,,,,,
10776,血夜[4档],4档士气装备，★ 提升周围友军所有攻击力和基础防御#★ 同时让周围友军具有每2秒恢复能量和普攻吸血10%的效果#★ [a]该装备同时只能拥有一件，范围效果不累加[/],★ 提升周围友军所有攻击力和基础防御#★ 同时让周围友军具有每2秒恢复能量和普攻吸血10%的效果#★ [a]该装备同时只能拥有一件，范围效果不累加[/],士气装备,104034,104034,104034,4,1,,0,1,0,0,0,1,,,,,,1638,,,1179,1,,-1,,,-1,1,,,,,,,,,,,,,,,,128026,566004,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10743,1,10004,1,,,,,,,,,,,,,,,,
10777,血夜[5档],5档士气装备，★ 提升周围友军所有攻击力和基础防御#★ 同时让周围友军具有每2秒恢复能量和普攻吸血10%的效果#★ [a]该装备同时只能拥有一件，范围效果不累加[/],★ 提升周围友军所有攻击力和基础防御#★ 同时让周围友军具有每2秒恢复能量和普攻吸血10%的效果#★ [a]该装备同时只能拥有一件，范围效果不累加[/],士气装备,104034,104034,104034,5,1,,0,1,0,0,0,1,,,,,,2058,,,1482,1,,-1,,,-1,1,,,,,,,,,,,,,,,,128027,566005,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10744,1,10005,1,,,,,,,,,,,,,,,,
10778,血夜[6档],6档士气装备，★ 提升周围友军所有攻击力和基础防御#★ 同时让周围友军具有每2秒恢复能量和普攻吸血10%的效果#★ [a]该装备同时只能拥有一件，范围效果不累加[/],★ 提升周围友军所有攻击力和基础防御#★ 同时让周围友军具有每2秒恢复能量和普攻吸血10%的效果#★ [a]该装备同时只能拥有一件，范围效果不累加[/],士气装备,104034,104034,104034,6,1,,0,1,0,0,0,1,,,,,,2744,,,1976,1,,-1,,,-1,1,,,,,,,,,,,,,,,,128028,566006,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10745,1,10006,1,,,,,,,,,,,,,,,,
10779,血夜[7档],7档士气装备，★ 提升周围友军所有攻击力和基础防御#★ 同时让周围友军具有每2秒恢复能量和普攻吸血10%的效果#★ [a]该装备同时只能拥有一件，范围效果不累加[/],★ 提升周围友军所有攻击力和基础防御#★ 同时让周围友军具有每2秒恢复能量和普攻吸血10%的效果#★ [a]该装备同时只能拥有一件，范围效果不累加[/],士气装备,104034,104034,104034,7,1,,0,1,0,0,0,1,,,,,,4452,,,3206,1,,-1,,,-1,1,,,,,,,,,,,,,,,,128029,566007,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10746,1,10007,1,,,,,,,,,,,,,,,,
10780,血夜[8档],8档士气装备，★ 提升周围友军所有攻击力和基础防御#★ 同时让周围友军具有每2秒恢复能量和普攻吸血10%的效果#★ [a]该装备同时只能拥有一件，范围效果不累加[/],★ 提升周围友军所有攻击力和基础防御#★ 同时让周围友军具有每2秒恢复能量和普攻吸血10%的效果#★ [a]该装备同时只能拥有一件，范围效果不累加[/],士气装备,104034,104034,104034,8,1,,0,1,0,0,0,1,,,,,,5880,,,4234,1,,-1,,,-1,1,,,,,,,,,,,,,,,,128030,566008,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10747,1,10008,1,,,,,,,,,,,,,,,,
10781,血夜[9档],9档士气装备，★ 提升周围友军所有攻击力和基础防御#★ 同时让周围友军具有每2秒恢复能量和普攻吸血10%的效果#★ [a]该装备同时只能拥有一件，范围效果不累加[/],★ 提升周围友军所有攻击力和基础防御#★ 同时让周围友军具有每2秒恢复能量和普攻吸血10%的效果#★ [a]该装备同时只能拥有一件，范围效果不累加[/],士气装备,104034,104034,104034,9,1,,0,1,0,0,0,1,,,,,,7056,,,5081,1,,-1,,,-1,1,,,,,,,,,,,,,,,,128031,566009,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10748,1,10009,1,,,,,,,,,,,,,,,,
10782,血夜[元力],元力士气装备，★ 提升周围友军所有攻击力和基础防御#★ 同时让周围友军具有每2秒恢复能量和普攻吸血10%的效果#★ [a]该装备同时只能拥有一件，范围效果不累加[/],★ 提升周围友军所有攻击力和基础防御#★ 同时让周围友军具有每2秒恢复能量和普攻吸血10%的效果#★ [a]该装备同时只能拥有一件，范围效果不累加[/],士气装备,104034,104034,104034,10,1,,0,1,0,0,0,1,,,,,,2744,,,1976,1,,-1,,,-1,1,,,,,,,,,,,,,,,,128032,566010,,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10749,1,10010,1,,,,,,,,,,,,,,,,
10783,血夜[元力],元力士气装备，★ 提升周围友军所有攻击力和基础防御#★ 同时让周围友军具有每2秒恢复能量和普攻吸血10%的效果#★ [a]该装备同时只能拥有一件，范围效果不累加[/],★ 提升周围友军所有攻击力和基础防御#★ 同时让周围友军具有每2秒恢复能量和普攻吸血10%的效果#★ [a]该装备同时只能拥有一件，范围效果不累加[/],士气装备,104034,104034,104034,11,1,,0,1,0,0,0,1,,,,,,2744,,,1976,1,,-1,,,-1,1,,,,,,,,,,,,,,,,128033,566011,812027,,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10750,1,10011,1,,,,,,,,,,,,,,,,
10784,异族战斧[1档],1档士气装备，★ 同时提高火药攻击力和魔法攻击力#★ 增加基础防御、生命上限和能量上限#★ 减少目标能量,★ 同时提高火药攻击力和魔法攻击力#★ 增加基础防御、生命上限和能量上限#★ 减少目标能量,士气装备,104035,104035,104035,1,1,,0,0,0,0,0,1,,,,,,378,,,423,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127386,127397,127408,127419,127430,129067,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10751,1,10144,1,,,,,,,,,,,,,,,,
10785,异族战斧[2档],2档士气装备，★ 同时提高火药攻击力和魔法攻击力#★ 增加基础防御、生命上限和能量上限#★ 减少目标能量,★ 同时提高火药攻击力和魔法攻击力#★ 增加基础防御、生命上限和能量上限#★ 减少目标能量,士气装备,104035,104035,104035,2,1,,0,0,0,0,0,1,,,,,,756,,,846,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127387,127398,127409,127420,127431,129068,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10752,1,10145,1,,,,,,,,,,,,,,,,
10786,异族战斧[3档],3档士气装备，★ 同时提高火药攻击力和魔法攻击力#★ 增加基础防御、生命上限和能量上限#★ 减少目标能量,★ 同时提高火药攻击力和魔法攻击力#★ 增加基础防御、生命上限和能量上限#★ 减少目标能量,士气装备,104035,104035,104035,3,1,,0,0,0,0,0,1,,,,,,1008,,,1130,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127388,127399,127410,127421,127432,129069,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10753,1,10146,1,,,,,,,,,,,,,,,,
10787,异族战斧[4档],4档士气装备，★ 同时提高火药攻击力和魔法攻击力#★ 增加基础防御、生命上限和能量上限#★ 减少目标能量,★ 同时提高火药攻击力和魔法攻击力#★ 增加基础防御、生命上限和能量上限#★ 减少目标能量,士气装备,104035,104035,104035,4,1,,0,0,0,0,0,1,,,,,,2457,,,2752,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127389,127400,127411,127422,127433,129070,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10754,1,10147,1,,,,,,,,,,,,,,,,
10788,异族战斧[5档],5档士气装备，★ 同时提高火药攻击力和魔法攻击力#★ 增加基础防御、生命上限和能量上限#★ 减少目标能量,★ 同时提高火药攻击力和魔法攻击力#★ 增加基础防御、生命上限和能量上限#★ 减少目标能量,士气装备,104035,104035,104035,5,1,,0,0,0,0,0,1,,,,,,3087,,,3457,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127390,127401,127412,127423,127434,129071,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10755,1,10148,1,,,,,,,,,,,,,,,,
10789,异族战斧[6档],6档士气装备，★ 同时提高火药攻击力和魔法攻击力#★ 增加基础防御、生命上限和能量上限#★ 减少目标能量,★ 同时提高火药攻击力和魔法攻击力#★ 增加基础防御、生命上限和能量上限#★ 减少目标能量,士气装备,104035,104035,104035,6,1,,0,0,0,0,0,1,,,,,,4116,,,4610,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127391,127402,127413,127424,127435,129072,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10756,1,10149,1,,,,,,,,,,,,,,,,
10790,异族战斧[7档],7档士气装备，★ 同时提高火药攻击力和魔法攻击力#★ 增加基础防御、生命上限和能量上限#★ 减少目标能量,★ 同时提高火药攻击力和魔法攻击力#★ 增加基础防御、生命上限和能量上限#★ 减少目标能量,士气装备,104035,104035,104035,7,1,,0,0,0,0,0,1,,,,,,6678,,,7479,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127392,127403,127414,127425,127436,129073,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10757,1,10150,1,,,,,,,,,,,,,,,,
10791,异族战斧[8档],8档士气装备，★ 同时提高火药攻击力和魔法攻击力#★ 增加基础防御、生命上限和能量上限#★ 减少目标能量,★ 同时提高火药攻击力和魔法攻击力#★ 增加基础防御、生命上限和能量上限#★ 减少目标能量,士气装备,104035,104035,104035,8,1,,0,0,0,0,0,1,,,,,,8820,,,9878,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127393,127404,127415,127426,127437,129074,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10758,1,10151,1,,,,,,,,,,,,,,,,
10792,异族战斧[9档],9档士气装备，★ 同时提高火药攻击力和魔法攻击力#★ 增加基础防御、生命上限和能量上限#★ 减少目标能量,★ 同时提高火药攻击力和魔法攻击力#★ 增加基础防御、生命上限和能量上限#★ 减少目标能量,士气装备,104035,104035,104035,9,1,,0,0,0,0,0,1,,,,,,10584,,,11855,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127394,127405,127416,127427,127438,129075,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10759,1,10152,1,,,,,,,,,,,,,,,,
10793,异族战斧[元力],元力士气装备，★ 同时提高火药攻击力和魔法攻击力#★ 增加基础防御、生命上限和能量上限#★ 减少目标能量,★ 同时提高火药攻击力和魔法攻击力#★ 增加基础防御、生命上限和能量上限#★ 减少目标能量,士气装备,104035,104035,104035,10,1,,0,0,0,0,0,1,,,,,,4116,,,4610,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127395,127406,127417,127428,127439,129076,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10760,1,10153,1,,,,,,,,,,,,,,,,
10794,异族战斧[元力],元力士气装备，★ 同时提高火药攻击力和魔法攻击力#★ 增加基础防御、生命上限和能量上限#★ 减少目标能量,★ 同时提高火药攻击力和魔法攻击力#★ 增加基础防御、生命上限和能量上限#★ 减少目标能量,士气装备,104035,104035,104035,11,1,,0,0,0,0,0,1,,,,,,4116,,,4610,1,,-1,,,-1,1,,,,,,,,,,,,,,,,127396,127407,127418,127429,127440,129077,812028,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10761,1,10154,1,,,,,,,,,,,,,,,,
10795,寒霜狼牙[1档],1档士气装备，★ 同时提高所有类型的攻击力#★ 增加基础防御、生命上限和能量上限#★ 降低目标20%攻击速度和15%移动速度,★ 同时提高所有类型的攻击力#★ 增加基础防御、生命上限和能量上限#★ 降低目标20%攻击速度和15%移动速度,士气装备,104036,104036,104036,1,1,,0,0,0,0,0,1,,,,,,315,,,534,1,,-1,,,-1,1,,,,,,,,,,,,,,,,130001,566012,566023,129045,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10287,1,10562,1,10562,1,,,,,,,,,,,,,,
10796,寒霜狼牙[2档],2档士气装备，★ 同时提高所有类型的攻击力#★ 增加基础防御、生命上限和能量上限#★ 降低目标20%攻击速度和15%移动速度,★ 同时提高所有类型的攻击力#★ 增加基础防御、生命上限和能量上限#★ 降低目标20%攻击速度和15%移动速度,士气装备,104036,104036,104036,2,1,,0,0,0,0,0,1,,,,,,630,,,1067,1,,-1,,,-1,1,,,,,,,,,,,,,,,,130002,566013,566024,129046,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10288,1,10563,1,10563,1,,,,,,,,,,,,,,
10797,寒霜狼牙[3档],3档士气装备，★ 同时提高所有类型的攻击力#★ 增加基础防御、生命上限和能量上限#★ 降低目标20%攻击速度和15%移动速度,★ 同时提高所有类型的攻击力#★ 增加基础防御、生命上限和能量上限#★ 降低目标20%攻击速度和15%移动速度,士气装备,104036,104036,104036,3,1,,0,0,0,0,0,1,,,,,,840,,,1422,1,,-1,,,-1,1,,,,,,,,,,,,,,,,130003,566014,566025,129047,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10289,1,10564,1,10564,1,,,,,,,,,,,,,,
10798,寒霜狼牙[4档],4档士气装备，★ 同时提高所有类型的攻击力#★ 增加基础防御、生命上限和能量上限#★ 降低目标20%攻击速度和15%移动速度,★ 同时提高所有类型的攻击力#★ 增加基础防御、生命上限和能量上限#★ 降低目标20%攻击速度和15%移动速度,士气装备,104036,104036,104036,4,1,,0,0,0,0,0,1,,,,,,2048,,,3464,1,,-1,,,-1,1,,,,,,,,,,,,,,,,130004,566015,566026,129048,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10290,1,10565,1,10565,1,,,,,,,,,,,,,,
10799,寒霜狼牙[5档],5档士气装备，★ 同时提高所有类型的攻击力#★ 增加基础防御、生命上限和能量上限#★ 降低目标20%攻击速度和15%移动速度,★ 同时提高所有类型的攻击力#★ 增加基础防御、生命上限和能量上限#★ 降低目标20%攻击速度和15%移动速度,士气装备,104036,104036,104036,5,1,,0,0,0,0,0,1,,,,,,2573,,,4353,1,,-1,,,-1,1,,,,,,,,,,,,,,,,130005,566016,566027,129049,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10291,1,10566,1,10566,1,,,,,,,,,,,,,,
10800,寒霜狼牙[6档],6档士气装备，★ 同时提高所有类型的攻击力#★ 增加基础防御、生命上限和能量上限#★ 降低目标20%攻击速度和15%移动速度,★ 同时提高所有类型的攻击力#★ 增加基础防御、生命上限和能量上限#★ 降低目标20%攻击速度和15%移动速度,士气装备,104036,104036,104036,6,1,,0,0,0,0,0,1,,,,,,3430,,,5803,1,,-1,,,-1,1,,,,,,,,,,,,,,,,130006,566017,566028,129050,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10292,1,10567,1,10567,1,,,,,,,,,,,,,,
10801,寒霜狼牙[7档],7档士气装备，★ 同时提高所有类型的攻击力#★ 增加基础防御、生命上限和能量上限#★ 降低目标20%攻击速度和15%移动速度,★ 同时提高所有类型的攻击力#★ 增加基础防御、生命上限和能量上限#★ 降低目标20%攻击速度和15%移动速度,士气装备,104036,104036,104036,7,1,,0,0,0,0,0,1,,,,,,5565,,,9417,1,,-1,,,-1,1,,,,,,,,,,,,,,,,130007,566018,566029,129051,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10293,1,10568,1,10568,1,,,,,,,,,,,,,,
